審查機關,產品類別,廣告品名,申請廠商,廣告核准字號,核准起始日期,核准結束日期,廣告類別
"臺北市","醫療器材","安視優超涵水每日拋棄式隱形眼鏡,安視優超涵水每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字105120276","1051212","1061219","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","高絲蔻絲媚影 植淬白 潤肌精 潔淨透潤卸粧液,高絲蔻絲媚影 植淬白 潤肌精 透白美膚泥,高絲蔻絲媚影 涵萃 潤肌精 玻尿酸即潤眼霜","臺灣高絲股份有限公司","北市衛粧廣字106010017","1051212","1070107","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","黛珂 AQMW 舞蝶晶燦光眼彩 061,062,黛珂 AQMW 舞蝶光潤水唇膏 251,856,黛珂 AQMW 舞蝶指彩 849,346","臺灣高絲股份有限公司","北市衛粧廣字106010018","1051212","1070107","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","VISEE 立體濃色眼影盒001,004,005,006,007,008,009,VISEE 柔滑魅色眼線膠筆001,100,300,301,700,900,VISEE 豔黑濃情睫毛膏001,VISEE 純真唇頰彩007,008","臺灣高絲股份有限公司","北市衛粧廣字106010019","1051212","1070107","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","高絲 雪肌精全能活膚凝露","臺灣高絲股份有限公司","北市衛粧廣字106010020","1051212","1070107","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","高絲 雪肌精全能活膚凝露","臺灣高絲股份有限公司","北市衛粧廣字106010021","1051212","1070107","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","黛珂 甦妍淨化前導液","臺灣高絲股份有限公司","北市衛粧廣字106010022","1051212","1070107","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優睛漾水凝每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字105120281","1051212","1061219","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優睛漾水凝每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字105120282","1051212","1061219","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優睛漾水凝每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字105120283","1051212","1061219","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂杜蕾斯＂超潤滑裝衛生套","香港商香港利潔時有限公司臺灣分公司","北市衛器廣字105120284","1051212","1061219","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂杜蕾斯＂超薄裝衛生套,杜蕾斯活力裝衛生套","香港商香港利潔時有限公司臺灣分公司","北市衛器廣字105120285","1051212","1061219","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂杜蕾斯＂超薄裝衛生套,＂杜蕾斯＂激情裝衛生套,杜蕾斯飆風碼衛生套,杜蕾斯雙悅愛潮裝衛生套","香港商香港利潔時有限公司臺灣分公司","北市衛器廣字105120286","1051212","1061219","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","情挑誘吻雙色蜜唇膏(#3玫瑰窒愛 #6紅色警報 #8橙迷放縱)","台灣萊雅股份有限公司","北市衛粧廣字105120676","1051212","1061220","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","3M耐適繃帶(滅菌),3M柔適繃帶(滅菌),3M Nexcare 克淋濕防水透氣繃 (滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字105120291","1051212","1061221","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","克菸貼片20,克菸貼片30,克菸咀嚼錠(清涼薄荷)2毫克,克菸咀嚼錠(清涼薄荷)4毫克","英商葛蘭素史克消費保健用品股份有限公司台灣分公司","北市衛藥廣字105120293","1051212","1061221","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","肌膚之鑰 激光鑽白菁萃EX,肌膚之鑰 激光鑽白身體菁華","法倈麗國際股份有限公司","北市衛粧廣字105120667","1051212","1061220","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","茶樹修護膏,綠花白千層舒敏膏,乳油木甜橙護唇膏,清新舒緩按摩油,酪梨亮澤護髮素","香草集股份有限公司","北市衛粧廣字106010030","1051212","1070102","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","無齡美肌卸妝油,無齡美肌卸妝霜,無齡美肌潔顏乳液,無齡美肌喚顏化妝水-清爽型,無齡美肌喚顏化妝水-保濕型,無齡美肌喚顏乳液-清爽型,無齡美肌喚顏乳液-保濕型,無齡美肌彈力精華液,石榴美妍緊緻面膜,極緻全效修護霜","香草集股份有限公司","北市衛粧廣字105120556","1051212","1061223","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","玫瑰果極效抗皺輕萃油,玫瑰果油,酪梨油,金盞花油,墨子草油,輕鬆洗髮精 500ml NT.1,180 / 200ml NT.580","台灣蜜威特股份有限公司(原名台灣蜜葳特股份有限公司)","北市衛粧廣字106010034","1051212","1070104","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.白藜蘆醇曬後舒緩蘆薈膠、2.活性炭淨白黑凍膜、3.茶樹淨化調理凍膜、4.活性碳雙導黑面膜、5. 傳明酸-極限美白面膜、6.玻尿酸白金保濕面膜、7.玻尿酸保濕洗面乳、8.玻尿酸機能保濕液、9. 玻尿酸水凝保濕乳液、10.HA-超水感多元保濕精華液EX","双格股份有限公司","衛部粧廣字10512105","1051223","1070118","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.薔薇透感亮顏卸洗兩用乳、2. 薔薇透感亮顏化妝露、3. 薔薇透感亮顏乳液、4.絲瓜保濕活膚霜、5.絲瓜洗敷凝露、6.絲瓜冰敷露、7.蘆薈凝膠柔膚水、8.蘆薈保濕滋潤凍、9.蘆薈敷臉凝露、10. 蘆薈敷臉凝露","廣源良實業有限公司","衛部粧廣字10512095","1051223","1061223","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.森田藥粧®乳油木滋養霜(清爽型)、2.森田藥粧®乳油木滋養霜(滋潤型)、3.森田藥粧®三重玻尿酸複合原液面膜、4.森田藥粧®蝸牛彈潤修護原液面膜、5.森田藥粧®彈力膠原水嫩潤膚乳液500ML、6.森田藥粧®乳油木極潤澤保濕乳液500ML、7.森田藥粧®玻尿酸高保濕淨白乳液500ML、8.森田藥粧®深層卸妝油200L","森田生醫股份有限公司","衛部粧廣字10512108","1051223","1061223","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.森田藥粧®冰肌細白COOL保濕面膜、2.森田藥粧®高純度玻尿酸潤澤面膜、3.森田藥粧®紅豆水緊實水嫩面膜、4.森田DR.JOU茶樹精油淨膚調理面膜、5.森田藥粧®絲瓜水補水透嫩面膜、6.森田藥粧®薏仁水淨白透潤面膜、7.森田藥粧DR.JOU蘆薈甘草舒緩修護面膜、8.森田藥粧®黑珍珠極緻亮白黑眼膜","森田生醫股份有限公司","衛部粧廣字10512104","1051223","1070111","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1. 絲瓜保濕彈力洗面乳、2.薏仁淨白細緻洗面乳、3.蘆薈保水滋潤洗面乳、4.綠茶深層淨化洗面乳、5.馬鞭草清透活力洗面乳、6. 菜瓜水(200ML+噴霧式100ML) 、7. 菜瓜水(天然噴霧保濕露)、8.蘆薈強效保濕活膚霜、9. 蘆薈敷臉凝露、10. 晒後蘆薈涼敷凝露(蘆薈晒後凝露)","廣源良實業有限公司","衛部粧廣字10511082","1051117","1061119","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.絲瓜籽多元抗氧修護頸部緊實霜、2.絲瓜籽多元抗氧修護護手霜、3.絲瓜水嫩身體乳、4.蘆薈滋養身體乳、5.玫瑰淨白身體乳、6.秋葵卸洗兩用露、7.蘆薈豐潤日霜、8.蘆薈修護晚霜","廣源良實業有限公司","衛部粧廣字10511083","1051117","1061111","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.抗菌香氛洗手露、2.抗菌沐浴精–馥郁牡丹、3. 兒童柔順洗髮乳–海洋微風、4.兒童柔膚沐浴乳–海洋微風、5. 兒童舒眠洗髮乳–舒活森林、6. 兒童舒眠沐浴乳–舒活森林、7 . 清爽絲柔洗髮精-薄荷舒爽、8. 清爽水嫩沐浴乳-鈴蘭清新、9. 舒活光采洗髮乳-鬱金芬芳、10. 舒活亮澤沐浴乳-蘭花馨香","依必朗化學製藥股份有限公司","衛部粧廣字10511102","1051122","1061122","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.果酸更新醒膚精華、2.Q10童顏美肌精華、3.左C瞬效淨白精華、4.阿魏酸緊顏精華、5.藍銅修護調理精華、6.熊果素即刻亮白精華、7.醣蛋白雙效保濕精華、8.珍珠白9GF時空膠囊、9.冰河醣蛋白精華液、10.冰河密集保濕菁華","世久生物科技有限公司","衛部粧廣字10511086","1051117","1061128","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.速淨毛孔拔除粉刺三步驟（深層軟化露、毛孔粉刺清潔涼感黑面膜、毛孔調理緊緻露）、2.晶萃一網打盡淨膚面膜(溫感黑面膜)、3.GF導航時空膠囊、4.逆轉肌多胜肽菁華、5.瓷美人魔法定妝蜜粉刷、6.瓷美人魔法快捷腮紅筆、7.南極青春永凍抗皺精華液、8.抗齡霜、9.蜂王保濕去角質凝露、10.馬油精質乳","世久生物科技有限公司","衛部粧廣字10511085","1051117","1061128","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","化粧品","1.法國進口健康機能芳香精油皂(薰衣草)、2.法國進口健康機能芳香精油皂(玫瑰)、3.法國進口健康機能芳香精油皂(黃檸檬)、4.法國進口健康機能芳香精油皂(覆盆莓)、5.法國進口健康機能芳香精油皂(綠石泥)、6.法國進口 私密潔淨精華(歐洲花蜜)、7.法國進口 私密潔淨精華(橄欖)、8.法國進口馬賽皂本乳霜皂(綠泥)、9.法國進口馬賽皂本乳霜皂(甜杏仁)、10.法國進口馬賽皂本乳霜皂(橄欖)","世久生物科技有限公司","衛部粧廣字10511084","1051117","1061112","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","保麗淨假牙黏著劑(未滅菌)","英商葛蘭素史克消費保健用品股份有限公司台灣分公司","北市衛器廣字105110177","1051107","1061110","網路"
"臺北市","藥品","普拿疼止痛加強錠,普拿疼膜衣錠500毫克,普拿疼肌立酸痛藥布,普拿疼肌立水性酸痛藥布,普拿疼肌立彈性透氣酸痛藥布,普拿疼肌立酸痛凝膠,＂瑞士＂療黴舒乳膏10毫克/公克,＂瑞士＂療黴舒凝膠10毫克/公克(特比那芬),療黴舒一次療程護膜液,療黴舒噴劑10毫克/公克(特比那芬)","英商葛蘭素史克消費保健用品股份有限公司台灣分公司","北市衛藥廣字105110178","1051107","1061110","網路"
"臺北市","醫療器材","3M溫和剝離矽膠帶(未滅菌),3M溫和剝離矽膠帶(未滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字105120001","1051107","1061205","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","3M保濕乾洗手液","台灣明尼蘇達礦業製造股份有限公司","北市衛藥廣字105120002","1051107","1061206","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","必達定殺菌口腔噴液","台灣萌蒂藥品有限公司","北市衛藥廣字106010168","1051228","1070109","電影、電視"
"臺北市","化粧品","杏葡酸肌光煥采精華","德典生技股份有限公司(原德典生技)","北市衛粧廣字106010168","1051228","1070128","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1、BEAUNESS 化妝水 S 2、HERB MASK 面膜N 3、維他命E 美容液01 4、GROWA 洗髮精 5、GROWA 潤絲精 6、GROWA 護髮液 7、蠶絲香浴乳 8、山白竹如霜","美伊娜多股份有限公司","北市衛粧廣字105120541","1051214","1061213","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1、漾澤精華彩霜#1 PETAL 晶透玫瑰 2、漾澤精華彩霜#2 FUSHIA 粉嫩莓果 3、漾澤精華彩霜#3 PAPAYA 甜蜜暖杏 4、漾澤精華彩霜#4 GLOW 淨嫩裸栗","香港商希思黎化妝品有限公司台灣分公司","北市衛粧廣字105120542","1051214","1061213","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","maNara溫熱卸妝凝膠","亞星通股份有限公司","北市衛粧廣字105120543","1051214","1061213","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","maNara溫熱卸妝凝膠","亞星通股份有限公司","北市衛粧廣字105120544","1051214","1061213","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","1.礦物泥面膜 2.滋養精華液 3.滋養潔面油 4.玫瑰噴霧 5.修護眼膜 等5項產品","愛姆緹姬股份有限公司","北市衛粧廣字105120555","1051214","1061213","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","克菸咀嚼錠(清涼薄荷)2毫克,克菸咀嚼錠(清涼薄荷)4毫克,克菸貼片30,克菸貼片20","英商葛蘭素史克消費保健用品股份有限公司台灣分公司","北市衛藥廣字105120339","1051214","1061228","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","超智慧乳霜","美商雅詩蘭黛股份有限公司台灣分公司(原美商怡佳股份有限公司台灣分公司)","北市衛粧廣字105120708","1051214","1061221","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","瓶中時光三效逆齡精萃40ml,瓶中時光三效逆齡化妝水240ml","科蒂精品股份有限公司","北市衛粧廣字105120666","1051214","1061220","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","左旋C膠原雙效保濕面膜(104年更名為左型C膠原雙效保濕面膜),左旋維他命C液 (20ml/100ml)(104年更名為左型維他命C液),完美無瑕粉底液,亮采遮瑕筆,海洋膠原蛋白液 (20ml/100ml),逆時抗紋眼膠 (15ml/100ml),逆時抗紋眼霜 (15ml/100ml),馴痘修護化妝水 (120ml/500ml),馴痘修護精華液 (30ml / 250ml),馴痘修護凝露 (30ml/250ml)","城乙化工原料有限公司","北市衛粧廣字106010035","1051214","1070114","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","捷可衛錠5毫克,捷可衛錠10毫克,捷可衛錠15毫克,捷可衛錠20毫克","台灣諾華股份有限公司","北市衛藥廣字105120294","1051214","1061222","學術性醫療刊物"
"臺北市","醫療器材","綺芙莉彩色日拋隱形眼鏡","亞洲安視達股份有限公司","北市衛器廣字105120299","1051214","1061222","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","綺芙莉彩色日拋隱形眼鏡","亞洲安視達股份有限公司","北市衛器廣字105120300","1051214","1061222","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
